SMILES,ERed,MolWT,NValE,MolLogP
CCN1c2c(cc3nsnc3c2C(C)C)N(C)C1OC(C)C,1.23,320.17,120,3.8
CCN1CN(C)c2c1c(C)c1nsnc1c2OC(C)=O,1.23,292.1,106,2.16
CCC(C)N(CC)c1c2c(cc3nsnc13)N(C)CN2C,1.09,305.17,114,3.16
CCCN1CN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.21,291.12,106,-0.19
CCN1c2cc3nsnc3cc2N(C(C)C)C1OC(C)C,1.09,306.15,114,3.45
CCOc1c2c(cc3nsnc13)N(CCOC)CN2C,1.16,294.12,108,1.95
CCN1CN(CC)c2c1cc1nsnc1c2CCOC,1.05,292.14,108,2.5
CCN1CN(C)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.29,291.12,106,0.98
CCN1CN(CCOC)c2c1cc1nsnc1c2OC,1.16,294.12,108,1.95
CCCN1CN(CC)c2cc3nsnc3c(OC(C)C)c21,1.15,306.15,114,3.49
CCCN1CN(CC)c2c1cc1nsnc1c2CC,1.04,276.14,102,3.27
CCCN1CN(C(C)CC)c2c1cc1nsnc1c2C,1.03,290.16,108,3.79
CCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.2,264.1,96,2.11
CCC(C)N1CN(C)c2c1c(C(C)C)c1nsnc1c2OC,1.22,320.17,120,3.84
CCC(C)c1c2c(cc3nsnc13)N(C(C)CC)CN2CC,1.1,318.19,120,4.61
CC(C)N(C)c1c2c(cc3nsnc13)N(C)CN2C,1.11,277.14,102,2.38
CCc1c2c(c(C)c3nsnc13)N(C)CN2C,1.12,248.11,90,2.41
CCCOC1N(C)c2c(cc3nsnc3c2OC)N1CC,1.24,308.13,114,2.69
CCCN(C)c1c2c(cc3nsnc13)N(CC)CN2CC,1.08,305.17,114,3.16
CCC(C)N1c2cc3nsnc3c(C)c2N(CC)C1OC,1.18,306.15,114,3.37
CCCCc1c2c(cc3nsnc13)N(C)C(OCC)N2C,1.11,306.15,114,3.24
CCOCCN1CN(C)c2c1cc1nsnc1c2OCC,1.18,308.13,114,2.34
CCCCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.07,304.17,114,3.96
CCCN1CN(CCOC)c2cc3nsnc3c(OC)c21,1.1,308.13,114,2.34
CCOCCN1CN(CC)c2c1cc1nsnc1c2C,1.14,292.14,108,2.64
CCN1c2c(cc3nsnc3c2C)N(C)C1OC(C)C,1.2,292.14,108,2.98
CCCN1CN(CC)c2c1c(OC)c1nsnc1c2OC,1.19,308.13,114,2.72
CCC(C)N1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.17,305.13,112,0.19
Cc1c2c(cc3nsnc13)N(C)C(OCC(C)C)N2C,1.24,292.14,108,2.84
COCCN1CN(C)c2c1cc1nsnc1c2CC(C)C,1.08,306.15,114,2.75
Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C(C)C,1.24,306.15,114,3.37
CCN1CN(C)c2c1c(C)c1nsnc1c2C(C)C,1.19,276.14,102,3.36
CCc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.22,276.14,102,3.22
Cc1c2c(cc3nsnc13)N(CCN(C)C)CN2C,1.12,277.14,102,1.78
CCN1c2c(cc3nsnc3c2OC(C)C)N(C)C1OC,1.15,308.13,114,2.68
CCCN1CN(C)c2c1c(CC)c1nsnc1c2C,1.08,276.14,102,3.19
CCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.13,276.14,102,3.12
CCCN1CN(C)c2c1c(/[NH+]=C(\C)[O-])c1nsnc1c2C,1.21,305.13,112,0.11
CCC(C)N1CN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.2,319.15,118,0.5
CCOc1c2c(c(C(C)CC)c3nsnc13)N(CC)CN2C,1.24,320.17,120,3.84
CCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.08,276.14,102,3.12
CCCN1c2cc3nsnc3c(CC)c2N(C)C1OC,1.2,292.14,108,2.85
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21,319.15,118,0.44
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.24,319.15,118,0.36
CCCOC1N(C)c2cc3nsnc3c(C)c2N1CC,1.25,292.14,108,2.99
CCCN1CN(CC)c2c1c(C)c1nsnc1c2CC,1.23,290.16,108,3.58
CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2CC,1.26,306.12,112,2.41
CCN1CN(CC)c2c1cc1nsnc1c2OCC(C)C,1.1,306.15,114,3.35
CC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,1.27,278.08,100,1.77
CC(C)N1CN(C)c2c1cc1nsnc1c2N(C)C,1.08,277.14,102,2.38
CCC(C)N1c2cc3nsnc3cc2N(C(C)C)C1OC,1.28,306.15,114,3.45
CCCN1CN(CC)c2cc3nsnc3c(N(C)C)c21,1.02,291.15,108,2.77
CCCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,1.14,306.15,114,3.46
CCC(C)c1c2c(c(OC)c3nsnc13)N(C)CN2CC,1.13,306.15,114,3.45
CCCOC1N(C)c2cc3nsnc3c(OCC)c2N1C,1.18,308.13,114,2.69
CCCCOC1N(CC)c2cc3nsnc3c(C)c2N1CC,1.22,320.17,120,3.77
CCCC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,1.32,292.1,106,2.24
CCOC1N(C)c2cc3nsnc3c(CC)c2N1CC,1.2,292.14,108,2.85
CCOc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CN2C,1.32,307.11,112,-0.58
COc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.2,278.12,102,2.57
CCCN1CN(CC(C)C)c2c1cc1nsnc1c2OCC,1.12,320.17,120,3.74
CCCCc1c2c(cc3nsnc13)N(C)CN2CCCC,1.15,304.17,114,4.05
CCN1CN(C(C)C)c2cc3nsnc3c(OC(C)C)c21,1.14,306.15,114,3.49
CCCN1CN(CC)c2cc3nsnc3c(C(C)CC)c21,1.09,304.17,114,4.22
CCN1CN(CC)c2c1c(C)c1nsnc1c2OC,1.2,278.12,102,2.63
CCC(C)N1CN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.18,319.15,118,0.58
CCCN1CN(C)c2c1cc1nsnc1c2N(C)C(C)C,0.98,305.17,114,3.16
CCCN1c2c(cc3nsnc3c2CC)N(C)C1OC,1.15,292.14,108,2.85
CCCN1CN(C)c2c1cc1nsnc1c2OCCOC,1.17,308.13,114,2.34
CCCOC1N(C)c2cc3nsnc3c(C)c2N1C(C)CC,1.08,320.17,120,3.76
CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2OC,1.1,292.14,108,3.02
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.1,276.14,102,3.04
CCCN1c2c(cc3nsnc3c2C)N(CC(C)C)C1OC,1.24,320.17,120,3.62
CCc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.17,290.16,108,3.51
CCN(C)c1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.11,305.17,114,3.02
CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,1.02,304.17,114,3.9
CCCCc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.03,318.19,120,4.29
CCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.2,278.12,102,2.5
CCOC1N(C)c2cc3nsnc3c(OC(C)=O)c2N1C,1.29,308.09,112,1.82
CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CCOC,1.03,320.17,120,3.28
COc1c2c(c(C(C)C)c3nsnc13)N(C(C)C)CN2C,1.23,306.15,114,3.45
CCc1c2c(cc3nsnc13)N(C(C)C)C(OC)N2C,1.2,292.14,108,2.85
CCN(C)c1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.06,305.17,114,3.16
CCCN1CN(C)c2cc3nsnc3c(OCC(C)C)c21,1.14,306.15,114,3.35
CCCCOc1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.14,320.17,120,3.88
CCOc1c2c(c(C)c3nsnc13)N(CC)CN2C,1.19,278.12,102,2.63
CCOc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25,280.1,102,1.94
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.29,263.08,94,-0.97
CCOCCOC1N(C)c2cc3nsnc3cc2N1C,1.17,294.12,108,1.91
CCOc1c2c(c(C)c3nsnc13)N(C)CN2CC,1.19,278.12,102,2.63
CCN1CN(CC)c2c1cc1nsnc1c2OCCOC,1.16,308.13,114,2.34
COc1c2c(cc3nsnc13)N(C)CN2C,1.21,236.07,84,1.54
CCc1c2c(c(OC)c3nsnc13)N(CC(C)C)CN2C,1.16,306.15,114,3.13
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.17,319.15,118,0.44
CCCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.14,290.16,108,3.57
CCC(C)N1CN(C)c2cc3nsnc3cc21,1.1,248.11,90,2.7
CCN1CN(C(C)C)c2c1cc1nsnc1c2OC(C)=O,1.18,306.12,112,2.63
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.26,305.13,112,0.05
CCCOc1c2c(cc3nsnc13)N(CC)CN2CCC,1.2,306.15,114,3.49
CCCCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.13,306.15,114,3.28
CCCCOCCN1CN(C)c2cc3nsnc3c(C)c21,1.14,306.15,114,3.03
CC(C)CN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.05,319.18,120,3.41
CCc1c2c(c(OC)c3nsnc13)N(C)CN2C(C)CC,1.09,306.15,114,3.27
CCc1c2c(cc3nsnc13)N(C(C)C)CN2CC(C)C,1.07,304.17,114,3.9
CCN1CN(C)c2cc3nsnc3c(N(CC)CCOC)c21,1.07,321.16,120,2.4
COCCN1CN(CCOC)c2c1cc1nsnc1c2C,1.16,308.13,114,1.88
CCc1c2c(cc3nsnc13)N(C)C(OCC(C)C)N2C,1.22,306.15,114,3.1
CCC(C)Oc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25,308.13,114,2.72
CCN(CC(C)C)c1c2c(cc3nsnc13)N(C)CN2C,1.12,305.17,114,3.02
COc1c2c(c(OCC(C)C)c3nsnc13)N(C)CN2C,1.25,308.13,114,2.58
CCN(C)c1c2c(cc3nsnc13)N(C)CN2C,1.13,263.12,96,1.99
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(CC)CN2C,1.25,305.13,112,-0.02
CCCCOc1c2c(c(C)c3nsnc13)N(CC)CN2C,1.14,306.15,114,3.41
CCCN1c2cc3nsnc3c(OC)c2N(CC)C1OC,1.18,308.13,114,2.69
CCCCc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.07,290.16,108,3.66
CC(C)Cc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.06,290.16,108,3.51
COCCN(C)c1c2c(cc3nsnc13)N(C)CN2C,1.14,293.13,108,1.62
CCOC1N(C)c2c(cc3nsnc3c2C)N1CC(C)C,1.22,306.15,114,3.23
CCC(C)N1c2cc3nsnc3c(OC)c2N(C)C1OC,1.15,308.13,114,2.68
CCc1c2c(c(C(C)CC)c3nsnc13)N(C)CN2CC,1.2,304.17,114,4.0
COC1N(CC(C)C)c2cc3nsnc3cc2N1C(C)C,1.1,306.15,114,3.31
CCN1CN(CC(C)C)c2c1c(C)c1nsnc1c2OC,1.22,306.15,114,3.27
CCCCOC1N(C)c2cc3nsnc3cc2N1CCC,1.11,306.15,114,3.46
CCOc1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.15,292.14,108,3.1
CCCOc1c2c(cc3nsnc13)N(CCC)CN2C(C)C,1.15,320.17,120,3.88
CCOc1c2c(cc3nsnc13)N(C(C)CC)CN2C(C)C,1.09,320.17,120,3.88
CC(C)CN1CN(C)c2c1cc1nsnc1c2OC(C)C,1.16,306.15,114,3.35
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CN2CC,1.2,305.13,112,1.37
CCCN1CN(CCOCC)c2c1cc1nsnc1c2C,1.08,306.15,114,3.03
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.16,319.15,118,0.58
CCC(C)N1CN(C(C)CC)c2c1cc1nsnc1c2C,1.03,304.17,114,4.18
CCCN1c2cc3nsnc3c(CC)c2N(CC)C1OC,1.19,306.15,114,3.24
CCN1CN(C(C)C)c2c1cc1nsnc1c2N(C)C,1.02,291.15,108,2.77
CCCN1CN(C)c2c1c(C)c1nsnc1c2OC(C)=O,1.3,306.12,112,2.55
CCCOc1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.09,306.15,114,3.49
CC(C)OCCc1c2c(cc3nsnc13)N(C)CN2C,1.15,292.14,108,2.5
CCOc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.15,292.14,108,3.02
CCOc1c2c(cc3nsnc13)N(C)C(OC)N2CC,1.18,294.12,108,2.3
CCCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.18,292.14,108,2.89
CCN1CN(C(C)C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.19,305.13,112,0.19
CCN1CN(CC)c2c1c(OC)c1nsnc1c2OC,1.21,294.12,108,2.33
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.11,262.13,96,2.97
CCOCCN1CN(C)c2c1cc1nsnc1c2C,1.13,278.12,102,2.25
CCCc1c2c(cc3nsnc13)N(CC)C(OC)N2C(C)C,1.15,320.17,120,3.63
CCN1CN(C(C)C)c2c1cc1nsnc1c2OC,1.15,278.12,102,2.71
CCCN1CN(C(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.15,319.15,118,0.58
CCOc1c2c(cc3nsnc13)N(C)C(OCC)N2C,1.19,294.12,108,2.3
CCOC1N(C)c2cc3nsnc3c(OC)c2N1CC,1.27,294.12,108,2.3
CCC(=O)Oc1c2c(cc3nsnc13)N(CC)CN2C,1.27,292.1,106,2.24
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.21,305.13,112,0.11
CCCN(CC(C)C)c1c2c(cc3nsnc13)N(C)CN2C,1.11,319.18,120,3.41
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)C(OC)N2C,1.28,307.11,112,-0.61
Cc1c2c(c(CC(C)C)c3nsnc13)N(C(C)C)CN2C,1.07,304.17,114,3.82
CCC(C)Oc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.18,306.15,114,3.49
CCN1CN(C)c2c1c(C)c1nsnc1c2OCC(C)C,1.14,306.15,114,3.27
CCCc1c2c(cc3nsnc13)N(CC)CN2CCC,1.07,290.16,108,3.66
CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC(C)C,1.12,320.17,120,3.7
CCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.03,276.14,102,3.27
COC1N(C)c2cc3nsnc3c(CC(C)C)c2N1C,1.12,292.14,108,2.71
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.09,319.18,120,3.41
Cc1c2c(c(C)c3nsnc13)N(C)CN2C,1.14,234.09,84,2.15
CC(C)Cc1c2c(cc3nsnc13)N(C)CN2C,1.13,262.13,96,2.73
CCCc1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.16,290.16,108,3.51
CCOC1N(C)c2cc3nsnc3c(CC)c2N1C,1.11,278.12,102,2.46
CCN1CN(CC)c2c1cc1nsnc1c2OC,1.1,264.1,96,2.32
CCCN(C)c1c2c(cc3nsnc13)N(CCC)CN2C,1.07,305.17,114,3.16
CCCc1c2c(c(C)c3nsnc13)N(CCC)CN2C,1.1,290.16,108,3.58
CCN(CCOC)CCN1CN(C)c2cc3nsnc3cc21,1.13,321.16,120,1.87
CCCN1CN(CC)c2cc3nsnc3c(OC)c21,1.14,278.12,102,2.71
CCCN1CN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.24,305.13,112,0.2
CCCN1CN(C)c2cc3nsnc3c(N(CC)C(C)C)c21,1.09,319.18,120,3.55
CCc1c2c(cc3nsnc13)N(C)C(OC)N2C(C)CC,1.17,306.15,114,3.24
CCc1c2c(cc3nsnc13)N(CC)C(OC)N2CC,1.09,292.14,108,2.85
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.23,319.15,118,1.76
CCC(C)N1c2cc3nsnc3cc2N(C(C)CC)C1OC,1.11,320.17,120,3.84
CCCCOc1c2c(cc3nsnc13)N(C)CN2CC,1.15,292.14,108,3.1
CCN1CN(C(C)C)c2c1cc1nsnc1c2OCC(C)C,1.14,320.17,120,3.74
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21,319.15,118,0.58
CCN1CN(C)c2cc3nsnc3c(/[NH+]=C(/[O-])CC(C)C)c21,1.28,319.15,118,0.44
CCC(C)N1CN(CC)c2c1cc1nsnc1c2CCOC,1.06,320.17,120,3.28
CCCN1CN(C)c2c1c(OC)c1nsnc1c2C(C)C,1.14,306.15,114,3.45
CCOCCN1CN(CC(C)C)c2cc3nsnc3cc21,1.06,306.15,114,2.97
CCN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.08,291.15,108,2.77
CCCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])C(C)C,1.21,319.15,118,0.44
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CN2C,1.33,291.12,106,-0.28
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.24,319.15,118,0.58
CCN1CN(C(C)C)c2cc3nsnc3c(OC(C)=O)c21,1.17,306.12,112,2.63
CCCCc1c2c(c(OCCC)c3nsnc13)N(C)CN2C,1.16,320.17,120,3.67
CCCN(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.06,305.17,114,3.16
CCCN(C)CCN1CN(C)c2cc3nsnc3cc21,1.12,291.15,108,2.25
CCCCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,1.2,306.15,114,3.24
COC1N(C)c2cc3nsnc3c(OC(C)C)c2N1C,1.17,294.12,108,2.29
CCOc1c2c(c(C(C)CC)c3nsnc13)N(C)CN2C,1.28,306.15,114,3.45
CCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,1.08,276.14,102,3.4
CCC(C)c1c2c(c(C)c3nsnc13)N(C)CN2C,1.21,276.14,102,3.36
COc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.33,294.08,106,1.47
CCOC1N(CC)c2cc3nsnc3cc2N1CC,1.11,278.12,102,2.68
Cc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.13,276.14,102,3.18
CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC(C)C,1.11,320.17,120,3.74
CCN(C)CCOc1c2c(cc3nsnc13)N(C)CN2CC,1.15,321.16,120,2.26
CC(C)CC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,1.27,306.12,112,2.49
CC(C)OC1N(C)c2cc3nsnc3cc2N1C,1.17,264.1,96,2.29
CCCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.25,306.12,112,2.41
COCCN1CN(C)c2c1cc1nsnc1c2OC,1.22,280.1,102,1.56
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2CC(C)C,1.09,304.17,114,3.99
C/C([O-])=[N+](\c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.28,305.13,112,1.37
CCN1CN(CC)c2c1c(C)c1nsnc1c2CC(C)C,1.14,304.17,114,3.82
CCC(C)N1c2cc3nsnc3cc2N(CC(C)C)C1OC,1.27,320.17,120,3.7
CN(C)CCN1CN(C)c2cc3nsnc3cc21,1.15,263.12,96,1.47
CCOCCN1c2cc3nsnc3cc2N(C)C1OCC,1.15,308.13,114,2.3
CCCN1CN(C)c2cc3nsnc3c(OCCOC)c21,1.16,308.13,114,2.34
CCN1CN(C)c2c1c(OC)c1nsnc1c2C,1.2,264.1,96,2.24
CCCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(CC)CN2C,1.21,319.15,118,0.37
CCC(C)N1c2c(cc3nsnc3c2C)N(C(C)C)C1OC,1.22,320.17,120,3.76
CC(C)COC1N(C)c2cc3nsnc3cc2N1C(C)C,1.11,306.15,114,3.31
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2CC(C)C,1.09,318.19,120,4.07
CCCOCCN1CN(C)c2cc3nsnc3c(C)c21,1.13,292.14,108,2.64
CCCc1c2c(c(OC)c3nsnc13)N(C)CN2CC,1.27,292.14,108,2.89
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2CC,1.06,291.15,108,2.77
CCCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.18,292.14,108,2.89
CCCN1CN(C)c2cc3nsnc3c(N(C)CC(C)C)c21,1.1,319.18,120,3.41
CCCN1CN(CC)c2cc3nsnc3c(CC)c21,1.04,276.14,102,3.27
CCCN1c2c(cc3nsnc3c2OCC)N(C)C1OC,1.16,308.13,114,2.69
CCCN1CN(C(C)CC)c2cc3nsnc3c(OC)c21,1.1,306.15,114,3.49
CCOC1N(CC(C)C)c2cc3nsnc3c(C)c2N1CC,1.19,320.17,120,3.62
CCCN1CN(C)c2c1cc1nsnc1c2N(C)C,1.08,277.14,102,2.38
CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.26,292.1,106,2.02
CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,1.16,290.16,108,3.71
CCOC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC,1.19,306.15,114,3.41
CCCCOc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25,308.13,114,2.72
COC1N(C)c2cc3nsnc3c(C)c2N1C,1.12,250.09,90,1.82
CCN(CCN1CN(C)c2cc3nsnc3cc21)C(C)C,1.1,305.17,114,2.64
CCOCCN1CN(C)c2cc3nsnc3cc21,1.17,264.1,96,1.94
CCN1CN(C)c2c1cc1nsnc1c2/[N+](=C(\C)[O-])C(C)C,1.22,319.15,118,1.76
CCN(C)c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.03,305.17,114,3.16
CCC/[N+](=C(\[O-])CC)c1c2c(cc3nsnc13)N(C)CN2C,1.27,319.15,118,1.76
CN(C)CCOc1c2c(cc3nsnc13)N(C)CN2C,1.21,293.13,108,1.48
CCC(C)Oc1c2c(cc3nsnc13)N(CC)CN2CC,1.2,306.15,114,3.49
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.18,319.15,118,0.58
CCCC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,1.28,306.12,112,2.55
CCC(C)N1CN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.21,319.15,118,1.76
COc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.26,266.08,96,1.55
CCCN1CN(C)c2cc3nsnc3c(OC)c21,1.15,264.1,96,2.32
CCC(C)N1CN(CC)c2c1c(C)c1nsnc1c2C,1.1,290.16,108,3.71
COc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.17,292.14,108,2.74
CCCN1CN(C)c2c1cc1nsnc1c2/[N+](CC)=C(\C)[O-],1.15,319.15,118,1.76
CCOc1c2c(c(CC)c3nsnc13)N(CC)CN2CC,1.08,306.15,114,3.28
CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C(C)C,1.14,318.19,120,4.61
CCN1CN(C)c2cc3nsnc3c(C(C)C)c21,1.09,262.13,96,3.05
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(CC)CN2C,1.27,319.15,118,1.76
CCCN1CN(C)c2c1c(C(C)C)c1nsnc1c2C,1.2,290.16,108,3.75
CCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.23,277.1,100,-0.58
CCOC1N(C)c2cc3nsnc3c(C(C)C)c2N1C,1.08,292.14,108,3.02
CCC(C)N1CN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.23,305.13,112,0.19
CCN(C)c1c2c(cc3nsnc13)N(C)CN2CCOC,1.12,307.15,114,2.01
CCCc1c2c(c(C)c3nsnc13)N(C)CN2CCC,1.12,290.16,108,3.58
COc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.23,292.14,108,2.88
CCN1CN(CC(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.2,319.15,118,0.44
CCOCCN1CN(CC)c2c1cc1nsnc1c2CC,1.03,306.15,114,2.89
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.05,305.17,114,3.16
CCC(C)OC1N(CC)c2cc3nsnc3cc2N1CC,1.09,306.15,114,3.46
CCOCCOc1c2c(cc3nsnc13)N(CC)CN2C,1.17,308.13,114,2.34
CCN1c2cc3nsnc3c(C)c2N(C)C1OC(C)C,1.18,292.14,108,2.98
COc1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,1.15,292.14,108,2.88
COC1N(C)c2cc3nsnc3c(C)c2N1CC(C)C,1.18,292.14,108,2.84
CCCN1CN(CCC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.16,319.15,118,0.59
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.28,319.15,118,0.58
CCC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,1.1,306.15,114,3.45
CCCN1CN(CCC)c2c1cc1nsnc1c2CC,1.07,290.16,108,3.66
CCOC1N(C)c2cc3nsnc3c(C)c2N1C,1.12,264.1,96,2.21
COC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC(C)C,1.12,320.17,120,3.66
CCCCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,1.12,320.17,120,3.85
CCCN1CN(CC(C)C)c2c1cc1nsnc1c2C,1.11,290.16,108,3.65
CCCCc1c2c(cc3nsnc13)N(CC)CN2CC,1.02,290.16,108,3.66
CCC(C)c1c2c(cc3nsnc13)N(C)CN2C,1.12,262.13,96,3.05
CC(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.25,276.14,102,3.44
CCN1CN(CC)c2c1cc1nsnc1c2OC(C)=O,1.24,292.1,106,2.24
CCN1CN(C)c2c1c(/[NH+]=C(/[O-])C(C)C)c1nsnc1c2C,1.22,319.15,118,0.36
CCCN1CN(CC)c2c1cc1nsnc1c2OCC,1.08,292.14,108,3.1
CCCCc1c2c(c(CC)c3nsnc13)N(C)CN2CC,1.18,304.17,114,3.83
CCCN1CN(C)c2c1cc1nsnc1c2OC(C)=O,1.3,292.1,106,2.24
CCCc1c2c(c(CC)c3nsnc13)N(C)CN2C,1.1,276.14,102,3.05
CCCOC1N(C)c2cc3nsnc3cc2N1C,1.15,264.1,96,2.29
CCC(C)Oc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.13,320.17,120,3.8
CCCN1c2cc3nsnc3cc2N(C)C1OCC,1.12,278.12,102,2.68
CCC(C)N(C)CCN1CN(C)c2cc3nsnc3cc21,1.09,305.17,114,2.64
CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.27,305.13,112,0.05
CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,1.1,306.15,114,3.35
COc1c2c(cc3nsnc13)N(C)C(OC)N2CC(C)C,1.18,308.13,114,2.54
