SMILES,ERed,MolWT,NValE,MolLogP
CCCOc1c2c(c(OC)c3nsnc13)OCC(CC)O2,1.54,310.1,114,3.04
CC(C)CC1COc2c(cc3nsnc3c2N(C)C)O1,1.42,293.12,108,2.94
CCN(C)CCC1COc2c(cc3nsnc3c2OC)O1,1.6,309.11,114,2.18
CCC1COc2cc3nsnc3c(N(CC)C(C)C)c2O1,1.35,307.14,114,3.48
CCC1COc2c(c(OC)c3nsnc3c2CCOC)O1,1.56,310.1,114,2.44
CCC1COc2c(cc3nsnc3c2OCCN(C)C)O1,1.57,309.11,114,2.18
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)OCC(C)O2,1.69,307.1,112,1.68
CCC(C)C1COc2c(cc3nsnc3c2/[NH+]=C(\C)[O-])O1,1.74,307.1,112,0.37
CCN(C)CCc1c2c(c(OC)c3nsnc13)OCCO2,1.46,309.11,114,1.97
CCC1COc2c(cc3nsnc3c2OCCOC)O1,1.58,296.08,108,2.27
CCc1c2c(cc3nsnc13)OC(CC(C)C)C(CC)O2,1.56,306.14,114,4.22
CCC(C)c1c2c(c(C)c3nsnc13)OCC(C(C)C)O2,1.46,306.14,114,4.31
CCCCC1COc2c(cc3nsnc3c2CCC)O1,1.46,292.12,108,3.97
CC(C)CN(c1c2c(cc3nsnc13)OCC(C)O2)C(C)C,1.44,321.15,120,3.72
CCC(C)C1Oc2cc3nsnc3cc2OC1C(C)CC,1.39,306.14,114,4.29
CCc1c2c(c(OC(C)=O)c3nsnc13)OC(CC)CO2,1.59,308.08,112,2.73
CCCCC1COc2c(cc3nsnc3c2OCCC)O1,1.52,308.12,114,3.81
CCCC1COc2cc3nsnc3c(N(C)CC(C)C)c2O1,1.37,321.15,120,3.72
CCC1COc2c(c(C)c3nsnc3c2OCC(C)C)O1,1.41,308.12,114,3.58
CCOCCc1c2c(c(C)c3nsnc13)OCC(CC)O2,1.39,308.12,114,3.13
CCCC(=O)Oc1c2c(c(C)c3nsnc13)OC(C)CO2,1.6,308.08,112,2.86
CC(C)COCCc1c2c(cc3nsnc13)OC(C)CO2,1.48,308.12,114,3.07
COc1c2c(cc3nsnc13)OC(C)CO2,1.56,238.04,84,1.86
COc1c2c(c(N(C)C)c3nsnc13)OC(C(C)C)CO2,1.5,309.11,114,2.56
CCC1Oc2cc3nsnc3cc2OC1C(C)C,1.53,264.09,96,3.27
COCCN(c1c2c(cc3nsnc13)OCCO2)C(C)C,1.47,309.11,114,2.32
CCC1COc2cc3nsnc3c(CC(C)C)c2O1,1.49,278.11,102,3.44
CCc1c2c(c(/[N+](C)=C(\C)[O-])c3nsnc13)OCC(C)O2,1.6,307.1,112,1.47
CCN(C)c1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,1.39,307.14,114,3.43
CCC1Oc2c(c(C)c3nsnc3c2C(C)C)OC1C,1.36,292.12,108,4.06
CCCc1c2c(c(C)c3nsnc13)OC(C)CO2,1.44,264.09,96,3.11
CCCOc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,1.49,308.12,114,3.58
CCCCC1Oc2cc3nsnc3c(CC(C)C)c2OC1C,1.65,320.16,120,4.61
CCCN(C)c1c2c(cc3nsnc13)OCC(C(C)CC)O2,1.57,321.15,120,3.72
CCCN(CC)c1c2c(c(C)c3nsnc13)OC(CC)CO2,1.39,321.15,120,3.79
CCCC1COc2c(c(OC)c3nsnc3c2CC)O1,1.48,294.1,108,3.2
CCOc1c2c(c(N(C)C(C)C)c3nsnc13)OCCO2,1.48,309.11,114,2.71
Cc1c2c(c(OCCOC(C)C)c3nsnc13)OCCO2,1.46,310.1,114,2.57
C/C([O-])=[NH+]\c1c2c(c(CC(C)C)c3nsnc13)OCCO2,1.61,307.1,112,0.15
CCC(C)c1c2c(cc3nsnc13)OC(CC)C(CC)O2,1.29,306.14,114,4.53
Cc1c2c(c(CCOC(C)C)c3nsnc13)OCCO2,1.36,294.1,108,2.74
CCCC1COc2c(c(CC)c3nsnc3c2CC(C)C)O1,1.47,320.16,120,4.39
CCCC1COc2cc3nsnc3c(CCOC)c2O1,1.48,294.1,108,2.82
CCC1COc2cc3nsnc3c(/[N+](CC)=C(\C)[O-])c2O1,1.61,307.1,112,1.68
CCC(C)c1c2c(c(C(C)C)c3nsnc13)OCCO2,1.38,292.12,108,4.1
CC(=O)Oc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.79,308.08,112,2.8
CCOCCOc1c2c(cc3nsnc13)OCC(CC)O2,1.5,310.1,114,2.66
CCCC1Oc2c(cc3nsnc3c2N(C)C(C)C)OC1C,1.36,321.15,120,3.86
CCC(C)C1COc2c(c(CC(C)C)c3nsnc3c2C)O1,1.34,320.16,120,4.38
CCCc1c2c(c(CC)c3nsnc13)OCC(C)O2,1.34,278.11,102,3.37
CCCOc1c2c(c(C)c3nsnc13)OCCO2,1.48,266.07,96,2.56
CCOc1c2c(cc3nsnc13)OC(C)C(CC(C)C)O2,1.48,308.12,114,3.66
COc1c2c(c(C)c3nsnc13)OC(CC(C)C)CO2,1.49,294.1,108,3.19
CCCCC1Oc2cc3nsnc3c(OC)c2OC1CC,1.44,308.12,114,3.81
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)OC(C(C)C)CO2,1.67,307.1,112,1.54
COCCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.55,294.1,108,2.68
CC(C)C1COc2cc3nsnc3c(N(C)C(C)C)c2O1,1.3,307.14,114,3.33
CCOc1c2c(c(OC(=O)CC)c3nsnc13)OCCO2,1.68,310.06,112,2.18
CCN(CC)c1c2c(c(C)c3nsnc13)OC(C)CO2,1.4,293.12,108,3.01
CCC(C)C1COc2cc3nsnc3c(OC)c2O1,1.57,280.09,102,2.89
CCOc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,1.57,280.09,102,2.95
CCCCc1c2c(c(OC)c3nsnc13)OC(CC)CO2,1.44,308.12,114,3.59
CCCc1c2c(cc3nsnc13)OC(CC(C)C)C(C)O2,1.5,306.14,114,4.22
CCCC1COc2c(c(C)c3nsnc3c2N(C)C(C)C)O1,1.26,321.15,120,3.78
Cc1c2c(c(/[N+](C)=C(/[O-])C(C)C)c3nsnc13)OCCO2,1.38,307.1,112,1.46
CC(C)CC1COc2c(cc3nsnc3c2C(C)C)O1,1.38,292.12,108,4.0
CCc1c2c(c(CCN(C)CC)c3nsnc13)OCCO2,1.42,307.14,114,2.52
CCN(CCc1c2c(cc3nsnc13)OCC(C)O2)C(C)C,1.63,321.15,120,3.12
CC(C)CN(C)c1c2c(cc3nsnc13)OC(C)CO2,1.56,293.12,108,2.94
CCOc1c2c(cc3nsnc13)OC(C)C(CC)O2,1.64,280.09,102,3.03
CCC(C)N(c1c2c(c(C)c3nsnc13)OCCO2)C(C)C,1.42,321.15,120,3.78
CCCOCCc1c2c(cc3nsnc13)OCC(CC)O2,1.46,308.12,114,3.21
COCCc1c2c(c(C)c3nsnc13)OC(C)CO2,1.58,280.09,102,2.35
COCCc1c2c(c(C)c3nsnc13)OCC(C)O2,1.45,280.09,102,2.35
CCC1COc2c(c(/[NH+]=C(\C)[O-])c3nsnc3c2C)O1,1.64,293.08,106,0.04
CCC(C)N(CC)c1c2c(c(C)c3nsnc13)OCCO2,1.34,307.14,114,3.4
CC(=O)Oc1c2c(cc3nsnc13)OC(C(C)C)C(C)O2,1.58,308.08,112,2.8
CCc1c2c(c(C)c3nsnc13)OCC(CC(C)C)O2,1.34,292.12,108,3.75
CCc1c2c(c(OC)c3nsnc13)OC(CC(C)C)CO2,1.42,308.12,114,3.45
CCCN(c1c2c(cc3nsnc13)OCC(C)O2)C(C)CC,1.41,321.15,120,3.87
CCCCC1COc2c(c(OC)c3nsnc3c2C)O1,1.49,294.1,108,3.34
CCCCC1COc2cc3nsnc3c(OC(C)C)c2O1,1.55,308.12,114,3.81
CCCc1c2c(c(C(C)C)c3nsnc13)OC(CCC)CO2,1.4,320.16,120,4.71
CCOc1c2c(c(/[NH+]=C(/[O-])CC)c3nsnc13)OCCO2,1.68,309.08,112,-0.26
CCCCC1COc2c(cc3nsnc3c2OC(C)C)O1,1.6,308.12,114,3.81
CCN(C)CCc1c2c(c(C(C)C)c3nsnc13)OCCO2,1.41,321.15,120,3.08
CCC1COc2c(c(CC(C)C)c3nsnc3c2C)O1,1.46,292.12,108,3.75
CCC1COc2c(c(CCN(C)CC)c3nsnc3c2C)O1,1.47,321.15,120,3.04
CC(C)Cc1c2c(c(N(C)C)c3nsnc13)OCC(C)O2,1.45,307.14,114,3.12
CCCN(C)c1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,1.37,321.15,120,3.82
CCC1Oc2c(c(C)c3nsnc3c2CC(C)C)OC1C,1.28,306.14,114,4.14
CCCC1Oc2c(c(C)c3nsnc3c2CC)OC1C,1.41,292.12,108,3.89
CCC1COc2c(cc3nsnc3c2N(CC)CC(C)C)O1,1.69,321.15,120,3.72
CCOc1c2c(c(N(C)CC)c3nsnc13)OC(C)CO2,1.54,309.11,114,2.71
CCC(C)c1c2c(c(OC(C)C)c3nsnc13)OCCO2,1.31,308.12,114,3.76
CCc1c2c(cc3nsnc13)OC(CC(C)C)C(C(C)C)O2,1.48,320.16,120,4.46
CCN(C)CCOc1c2c(cc3nsnc13)OCCO2,1.56,295.1,108,1.79
CCCCC1Oc2cc3nsnc3c(CC)c2OC1CCC,1.22,320.16,120,4.75
COCCC1COc2c(cc3nsnc3c2C)O1,1.42,266.07,96,2.18
CC1COc2c(cc3nsnc3c2N(C(C)C)C(C)C)O1,1.42,307.14,114,3.47
CCCCC1Oc2cc3nsnc3c(CCC)c2OC1CC,1.32,320.16,120,4.75
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)OC(C)CO2,1.78,307.1,112,0.37
Cc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,1.5,250.08,90,2.86
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OC(C)CO2,1.6,293.08,106,-0.1
CCCc1c2c(c(C(C)CC)c3nsnc13)OC(C)CO2,1.49,306.14,114,4.32
CC(C)Cc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.48,306.14,114,4.08
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)OC(CC)CO2,1.62,307.1,112,0.43
CCCc1c2c(cc3nsnc13)OC(C(C)C)C(C(C)C)O2,1.44,320.16,120,4.46
CCC(C)Oc1c2c(c(C)c3nsnc13)OCC(CC)O2,1.35,308.12,114,3.73
CCC(C)N(C)c1c2c(c(C)c3nsnc13)OCC(C)O2,1.39,307.14,114,3.39
CCC(C)N(C)c1c2c(c(C)c3nsnc13)OC(C)CO2,1.25,307.14,114,3.39
CCCCOc1c2c(c(CC)c3nsnc13)OCCO2,1.4,294.1,108,3.2
CCCCc1c2c(c(C)c3nsnc13)OC(CCC)C(C)O2,1.43,320.16,120,4.67
CC(C)Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.36,292.12,108,3.69
CCCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)OCCO2,1.64,307.1,112,1.69
CCN(C)CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.46,321.15,120,2.98
CCN(C)CCc1c2c(c(C)c3nsnc13)OCCO2,1.47,293.12,108,2.27
CCC(C)C1Oc2c(cc3nsnc3c2C(C)C)OC1CC,1.48,320.16,120,4.78
CCC(C)Oc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.5,308.12,114,3.66
CCCC1COc2c(cc3nsnc3c2OCC)O1,1.42,280.09,102,3.03
CCCCOc1c2c(cc3nsnc13)OCC(C)O2,1.64,280.09,102,3.03
CCC(C)C1COc2c(c(OC)c3nsnc3c2C)O1,1.61,294.1,108,3.19
CCCCc1c2c(c(CC)c3nsnc13)OC(CC)CO2,1.4,306.14,114,4.15
CCC(C)N(C)c1c2c(c(OC)c3nsnc13)OCCO2,1.38,309.11,114,2.71
CC(C)OCCc1c2c(cc3nsnc13)OCC(C)O2,1.49,294.1,108,2.82
CCOc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,1.48,310.1,114,3.04
CCCCc1c2c(c(CCC)c3nsnc13)OC(C)CO2,1.28,306.14,114,4.15
COCCC1COc2cc3nsnc3c(N(C)C)c2O1,1.47,295.1,108,1.93
C/C([O-])=[N+](\c1c2c(cc3nsnc13)OC(C)CO2)C(C)C,1.65,307.1,112,1.68
Cc1c2c(cc3nsnc13)OC(C)C(C)O2,1.57,236.06,84,2.55
CCc1c2c(cc3nsnc13)OCC(C)O2,1.48,236.06,84,2.41
CCOc1c2c(cc3nsnc13)OCC(CCOC)O2,1.58,296.08,108,2.27
CC/C([O-])=[N+](/C)c1c2c(c(C)c3nsnc13)OCC(C)O2,1.6,307.1,112,1.6
CCCCOc1c2c(cc3nsnc13)OC(CCC)CO2,1.39,308.12,114,3.81
COCCC1COc2cc3nsnc3c(OC(C)C)c2O1,1.61,310.1,114,2.65
CCC(=O)Oc1c2c(cc3nsnc13)OC(C)C(CC)O2,1.68,308.08,112,2.94
Cc1c2c(c(OCCN(C)C)c3nsnc13)OC(C)CO2,1.46,309.11,114,2.1
COc1c2c(c(OCC(C)C)c3nsnc13)OCCO2,1.57,296.08,108,2.51
CCCOCCc1c2c(c(C)c3nsnc13)OCCO2,1.43,294.1,108,2.74
CCc1c2c(c(N(C)CC)c3nsnc13)OC(C(C)C)CO2,1.41,321.15,120,3.51
CC(C)COc1c2c(cc3nsnc13)OC(C)C(C)O2,1.57,294.1,108,3.27
CCCCc1c2c(c(OC(C)=O)c3nsnc13)OCCO2,1.6,308.08,112,2.73
CCC1COc2c(c(CC(C)C)c3nsnc3c2OC)O1,1.45,308.12,114,3.45
CCCC1Oc2c(c(CC(C)C)c3nsnc3c2C)OC1C,1.34,320.16,120,4.53
CCCN(C)c1c2c(c(CC)c3nsnc13)OCC(CC)O2,1.26,321.15,120,3.65
CCc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)OCCO2,1.81,307.1,112,0.15
CCc1c2c(cc3nsnc13)OC(CCOC)C(C)O2,1.53,294.1,108,2.82
CCCc1c2c(c(C(C)CC)c3nsnc13)OCCO2,1.39,292.12,108,3.93
CCOc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OCCO2,1.7,295.06,106,-0.65
CC(C)c1c2c(c(N(C)C)c3nsnc13)OCC(C(C)C)O2,1.38,321.15,120,3.68
CCN(C)c1c2c(cc3nsnc13)OC(C)CO2,1.55,265.09,96,2.31
CCCCc1c2c(c(CC)c3nsnc13)OCC(C)O2,1.4,292.12,108,3.76
CCC(C)N(c1c2c(cc3nsnc13)OC(C)CO2)C(C)C,1.38,321.15,120,3.86
CCCCC1Oc2c(cc3nsnc3c2CC(C)C)OC1C,1.5,320.16,120,4.61
CCC1COc2c(c(C(C)C)c3nsnc3c2CC(C)C)O1,1.37,320.16,120,4.56
CCC1COc2c(c(/[NH+]=C(\C)[O-])c3nsnc3c2OC)O1,1.71,309.08,112,-0.26
CCC1COc2cc3nsnc3c(CCN(CC)CC)c2O1,1.45,321.15,120,3.13
CCCOc1c2c(cc3nsnc13)OC(CCC)C(C)O2,1.63,308.12,114,3.81
CCCc1c2c(c(CC)c3nsnc13)OC(CC)C(C)O2,1.5,306.14,114,4.14
CCCCC1COc2cc3nsnc3c(OC)c2O1,1.52,280.09,102,3.03
CCOCCC1COc2c(cc3nsnc3c2OC)O1,1.57,296.08,108,2.27
CCC(C)c1c2c(cc3nsnc13)OCC(C(C)CC)O2,1.59,306.14,114,4.39
CCc1c2c(c(OC)c3nsnc13)OC(C)C(CC)O2,1.6,294.1,108,3.2
CCC(C)C1COc2c(cc3nsnc3c2CC(C)C)O1,1.25,306.14,114,4.08
CCOc1c2c(c(C(C)C)c3nsnc13)OCC(CC)O2,1.42,308.12,114,3.76
CCCN(CCOC)c1c2c(cc3nsnc13)OCCO2,1.43,309.11,114,2.33
CCCC1COc2c(c(C(C)C)c3nsnc3c2C)O1,1.42,292.12,108,4.06
CCOCCc1c2c(cc3nsnc13)OCCO2,1.58,266.07,96,2.04
CCc1c2c(c(N(C)CC)c3nsnc13)OCC(C)O2,1.44,293.12,108,2.87
CCCCc1c2c(c(CC(C)C)c3nsnc13)OC(C)CO2,1.31,320.16,120,4.39
CCc1c2c(c(OC)c3nsnc13)OC(CC)C(C)O2,1.38,294.1,108,3.2
CN(C)CCC(=O)Oc1c2c(cc3nsnc13)OCCO2,1.72,309.08,112,1.32
CCN(C)c1c2c(c(CCOC)c3nsnc13)OCCO2,1.41,309.11,114,2.11
CCc1c2c(c(N(C)C)c3nsnc13)OCC(CC)O2,1.4,293.12,108,2.87
CCC1COc2c(c(C)c3nsnc3c2C(C)CC)O1,1.33,292.12,108,4.06
CCc1c2c(c(OCCOC)c3nsnc13)OCC(C)O2,1.5,310.1,114,2.44
CCCN(CCC)c1c2c(c(C)c3nsnc13)OCCO2,1.4,307.14,114,3.4
COCCC1Oc2cc3nsnc3cc2OC1C(C)C,1.3,294.1,108,2.89
CCOc1c2c(c(OCC(C)C)c3nsnc13)OCCO2,1.56,310.1,114,2.9
CCc1c2c(cc3nsnc13)OC(CC)CO2,1.48,250.08,90,2.8
CCC1COc2c(cc3nsnc3c2N(C)CCOC)O1,1.49,309.11,114,2.32
CCC(C)c1c2c(c(N(C)C)c3nsnc13)OCC(C)O2,1.47,307.14,114,3.43
CCCc1c2c(cc3nsnc13)OC(C(C)CC)C(C)O2,1.42,306.14,114,4.22
CC(C)N(C)c1c2c(cc3nsnc13)OCCO2,1.5,265.09,96,2.31
CCC(C)N(CC)c1c2c(cc3nsnc13)OC(C)C(C)O2,1.5,321.15,120,3.86
CCCC1Oc2c(c(OC)c3nsnc3c2C)OC1CC,1.54,308.12,114,3.73
CCCC1COc2c(c(C)c3nsnc3c2C(C)CC)O1,1.4,306.14,114,4.45
CCC(C)C1Oc2cc3nsnc3c(C)c2OC1CC,1.49,292.12,108,3.96
CCOc1c2c(c(OC(C)=O)c3nsnc13)OC(C)CO2,1.67,310.06,112,2.17
CCCN(CC)c1c2c(cc3nsnc13)OC(C(C)C)CO2,1.44,321.15,120,3.72
COCCc1c2c(cc3nsnc13)OC(C)C(C)O2,1.46,280.09,102,2.43
CCC(C)c1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,1.28,306.14,114,4.49
Cc1c2c(c(/[NH+]=C(/[O-])CC(C)C)c3nsnc13)OCCO2,1.62,307.1,112,0.29
CCCCc1c2c(cc3nsnc13)OC(C(C)CC)CO2,1.5,306.14,114,4.22
Cc1c2c(c(C)c3nsnc13)OC(CC(C)C)C(C)O2,1.22,292.12,108,3.88
CCc1c2c(c(CC(C)C)c3nsnc13)OC(C)C(CC)O2,1.48,320.16,120,4.39
CCCc1c2c(c(N(C)CC)c3nsnc13)OCCO2,1.35,293.12,108,2.87
CCc1c2c(c(OC)c3nsnc13)OCC(CC)O2,1.49,280.09,102,2.81
CCc1c2c(c(OC)c3nsnc13)OC(CC)CO2,1.45,280.09,102,2.81
CCCC1Oc2cc3nsnc3c(C)c2OC1CCC,1.47,292.12,108,4.11
CCOCCc1c2c(c(C)c3nsnc13)OC(CC)CO2,1.37,308.12,114,3.13
CCN(C)c1c2c(c(N(C)CC)c3nsnc13)OCCO2,1.43,308.13,114,2.37
CCCCc1c2c(c(C)c3nsnc13)OC(C)C(CC)O2,1.53,306.14,114,4.28
CCCC1COc2c(c(C)c3nsnc3c2N(C)CCC)O1,1.47,321.15,120,3.79
COc1c2c(cc3nsnc13)OC(CC(C)C)C(C)O2,1.46,294.1,108,3.27
CCC(=O)Oc1c2c(cc3nsnc13)OC(CC)CO2,1.63,294.07,106,2.56
CCC/C([O-])=[NH+]\c1c2c(c(CC)c3nsnc13)OCCO2,1.55,307.1,112,0.3
CCCN(CC)c1c2c(cc3nsnc13)OCC(C(C)C)O2,1.47,321.15,120,3.72
CCOCCc1c2c(c(C)c3nsnc13)OC(C)CO2,1.41,294.1,108,2.74
CCC1COc2c(cc3nsnc3c2OC(C)=O)O1,1.67,280.05,100,2.17
CCOc1c2c(c(CCOC)c3nsnc13)OCCO2,1.55,296.08,108,2.05
CCC1Oc2cc3nsnc3c(N(C)C)c2OC1C(C)C,1.4,307.14,114,3.33
CCCC1COc2c(cc3nsnc3c2CCN(C)C)O1,1.51,307.14,114,2.74
COCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,1.52,296.08,108,2.18
CC(C)COc1c2c(cc3nsnc13)OC(C)CO2,1.48,280.09,102,2.89
CCC(C)OCCc1c2c(cc3nsnc13)OCC(C)O2,1.54,308.12,114,3.21
Cc1c2c(c(C)c3nsnc13)OC(CCN(C)C(C)C)CO2,1.51,321.15,120,3.18
CCCC1Oc2c(cc3nsnc3c2OCC)OC1C,1.56,294.1,108,3.42
CCCCC1Oc2cc3nsnc3cc2OC1C(C)C,1.55,292.12,108,4.05
CCCN(CC)c1c2c(c(C)c3nsnc13)OCCO2,1.42,293.12,108,3.01
CCC(C)/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)OCCO2,1.8,307.1,112,1.68
Cc1c2c(c(OCCN(C)C)c3nsnc13)OCCO2,1.51,295.1,108,1.71
CCc1c2c(c(CCOC)c3nsnc13)OC(C)CO2,1.42,294.1,108,2.6
CCC1COc2c(c(CC(C)C)c3nsnc3c2C(C)C)O1,1.41,320.16,120,4.56
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)OC(C)CO2,1.61,279.07,100,-0.35
CCCC1Oc2c(c(CC)c3nsnc3c2C)OC1C,1.15,292.12,108,3.89
CCC1COc2c(cc3nsnc3c2/[N+](C)=C(\C)[O-])O1,1.68,293.08,106,1.29
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.69,251.04,88,-1.05
CCCC1Oc2cc3nsnc3c(N(C)CC)c2OC1C,1.53,307.14,114,3.48
CCCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)OCCO2,1.68,307.1,112,1.69
CC(C)c1c2c(c(N(C)C)c3nsnc13)OCCO2,1.39,279.1,102,2.65
CCC(C)C1Oc2c(cc3nsnc3c2OC)OC1C,1.58,294.1,108,3.27
CCC(C)C1COc2c(cc3nsnc3c2C)O1,1.48,264.09,96,3.19
CCC1COc2c(cc3nsnc3c2/[NH+]=C(\C)[O-])O1,1.66,279.07,100,-0.27
CCC(C)c1c2c(c(C)c3nsnc13)OC(C(C)C)C(C)O2,1.39,320.16,120,4.7
CC/C([O-])=[N+](/CC)c1c2c(cc3nsnc13)OCC(C)O2,1.75,307.1,112,1.68
CCCOc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.52,308.12,114,3.67
CCCCC1Oc2cc3nsnc3c(OCC)c2OC1C,1.44,308.12,114,3.81
CCCC1Oc2cc3nsnc3c(C)c2OC1C,1.61,264.09,96,3.33
COCCN(C)c1c2c(c(OC)c3nsnc13)OCCO2,1.54,311.09,114,1.55
CCC(C)Oc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,1.47,308.12,114,3.73
CC(C)N(C)CCc1c2c(cc3nsnc13)OCCO2,1.42,293.12,108,2.35
CC(C)OCCc1c2c(cc3nsnc13)OC(C)C(C)O2,1.49,308.12,114,3.21
CCCN(C)c1c2c(c(C)c3nsnc13)OCC(CC)O2,1.38,307.14,114,3.4
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)OC(C)C(C)O2,1.63,293.08,106,0.12
CCN(C)CCc1c2c(cc3nsnc13)OC(C)CO2,1.61,293.12,108,2.35
CCCc1c2c(c(CCN(C)C)c3nsnc13)OCCO2,1.33,307.14,114,2.52
CCCc1c2c(c(CC)c3nsnc13)OC(C(C)C)C(C)O2,1.44,320.16,120,4.39
CCCC1COc2c(c(N(C)CC)c3nsnc3c2C)O1,1.41,307.14,114,3.4
CCCCc1c2c(c(CCC)c3nsnc13)OCCO2,1.31,292.12,108,3.76
CCOCCC1COc2c(c(C)c3nsnc3c2C)O1,1.51,294.1,108,2.87
CCC(C)C1Oc2cc3nsnc3c(N(C)C)c2OC1CC,1.52,321.15,120,3.72
CCC1COc2cc3nsnc3c(C(C)C)c2O1,1.44,264.09,96,3.36
CCCc1c2c(c(C)c3nsnc13)OCC(CCC)O2,1.35,292.12,108,3.89
CCc1c2c(c(CCOC)c3nsnc13)OCC(CC)O2,1.54,308.12,114,2.99
COc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.64,280.09,102,2.89
CCCN(CC(C)C)c1c2c(cc3nsnc13)OCC(C)O2,1.45,321.15,120,3.72
CCCc1c2c(cc3nsnc13)OC(CC)C(CCC)O2,1.43,306.14,114,4.36
CCN(CCOC)c1c2c(cc3nsnc13)OC(C)CO2,1.56,309.11,114,2.32
CCC(C)c1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,1.4,306.14,114,4.31
CCC1Oc2c(cc3nsnc3c2C(C)C)OC1C,1.44,278.11,102,3.75
Cc1c2c(c(N(C)C)c3nsnc13)OCC(C)O2,1.41,265.09,96,2.23
CCCc1c2c(c(N(CC)CC)c3nsnc13)OCCO2,1.46,307.14,114,3.26
CCCOc1c2c(c(CCC)c3nsnc13)OCCO2,1.47,294.1,108,3.2
COCCc1c2c(c(N(C)C)c3nsnc13)OC(C)CO2,1.42,309.11,114,2.11
CCCc1c2c(c(OC(=O)CC)c3nsnc13)OCCO2,1.6,308.08,112,2.73
CCC(C)C1COc2c(c(C)c3nsnc3c2CC(C)C)O1,1.46,320.16,120,4.38
CCC1COc2cc3nsnc3c(N(C)C)c2O1,1.48,265.09,96,2.31
COc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,1.53,296.08,108,2.65
CCOCCc1c2c(cc3nsnc13)OCC(C)O2,1.47,280.09,102,2.43
CCCCC1Oc2cc3nsnc3c(OC)c2OC1C,1.58,294.1,108,3.42
CCC1COc2c(c(CCOC)c3nsnc3c2C)O1,1.53,294.1,108,2.74
CCCC1COc2c(c(CC(C)C)c3nsnc3c2C)O1,1.28,306.14,114,4.14
CCC1COc2c(c(C)c3nsnc3c2N(C)C)O1,1.44,279.1,102,2.62
CCCC1COc2cc3nsnc3c(OC)c2O1,1.5,266.07,96,2.64
CCCCC1Oc2c(cc3nsnc3c2CC)OC1CC,1.32,306.14,114,4.36
CCCOCCc1c2c(c(C)c3nsnc13)OCC(C)O2,1.35,308.12,114,3.13
CCCc1c2c(c(CC)c3nsnc13)OC(C(C)C)CO2,1.29,306.14,114,4.0
CCCC1Oc2c(cc3nsnc3c2CC)OC1C(C)C,1.56,306.14,114,4.22
CCOc1c2c(cc3nsnc13)OC(CC)C(C)O2,1.51,280.09,102,3.03
CCCCC1Oc2cc3nsnc3c(N(C)C)c2OC1CC,1.39,321.15,120,3.87
Cc1c2c(cc3nsnc13)OC(C(C)C)C(CC(C)C)O2,1.38,306.14,114,4.21
CCC1Oc2cc3nsnc3c(C)c2OC1CC(C)C,1.49,292.12,108,3.96
COCCN(C)CCC1COc2cc3nsnc3cc2O1,1.57,309.11,114,1.8
CCCCc1c2c(c(CC(C)C)c3nsnc13)OCCO2,1.4,306.14,114,4.0
CCCCC1COc2c(cc3nsnc3c2CCOC)O1,1.53,308.12,114,3.21
CCN(C)c1c2c(c(N(C)C)c3nsnc13)OCCO2,1.42,294.12,108,1.98
CCC(C)c1c2c(c(C)c3nsnc13)OC(C)C(CC)O2,1.37,306.14,114,4.45
CCCCc1c2c(c(N(C)C)c3nsnc13)OC(CC)CO2,1.41,321.15,120,3.65
CCN(C)c1c2c(c(C)c3nsnc13)OCC(C(C)C)O2,1.55,307.14,114,3.25
CCCC1Oc2c(cc3nsnc3c2OC)OC1CC,1.58,294.1,108,3.42
